"","plot","species","size","group","method","elev"
"2417","HO3","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1332
"2418","HO4","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1546
"2419","T1","Platycheirus albimanus",8.5,"hoverflies","malaise traps",716
"2420","T5","Platycheirus albimanus",8.5,"hoverflies","malaise traps",749
"2421","W2","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1016
"2422","W3","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1162
"2423","W4","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1235
"2424","W5","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1446
"2425","W6","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1805
"2426","W7","Platycheirus albimanus",8.5,"hoverflies","malaise traps",2017
"2427","WmA2","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1240
"2428","WmA3","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1423
"2429","WmA4","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1770
"2430","WmB1","Platycheirus albimanus",8.5,"hoverflies","malaise traps",962
"2431","WmB2","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1139
"2432","WmB3","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1418
"2433","WmB5","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1812
"2434","H2","Platycheirus angustatus",7,"hoverflies","malaise traps",985
"2435","HO1","Platycheirus angustatus",7,"hoverflies","malaise traps",828
"2436","T4","Platycheirus angustatus",7,"hoverflies","malaise traps",644
"2437","W1","Platycheirus angustatus",7,"hoverflies","malaise traps",815
"2438","WmB3","Platycheirus clypeatus",8,"hoverflies","malaise traps",1418
"2439","H5","Platycheirus melanopsis",8,"hoverflies","malaise traps",1580
"2440","H7","Platycheirus melanopsis",8,"hoverflies","malaise traps",1986
"2441","W5","Platycheirus melanopsis",8,"hoverflies","malaise traps",1446
"2442","W6","Platycheirus melanopsis",8,"hoverflies","malaise traps",1805
"2443","W7","Platycheirus melanopsis",8,"hoverflies","malaise traps",2017
"2444","H4","Platycheirus parmatus",10,"hoverflies","malaise traps",1326
"2445","W7","Platycheirus scutatus",8,"hoverflies","malaise traps",2017
"2446","W4","Podisma pedestris",27,"grasshoppers","malaise traps",1235
"2447","W5","Podisma pedestris",27,"grasshoppers","malaise traps",1446
"2448","WmB2","Podisma pedestris",27,"grasshoppers","malaise traps",1139
"2449","W1","Polygonia c.album",24,"butterflies","malaise traps",815
"2450","H2","Polyommatus coridon",16.5,"butterflies","malaise traps",985
"2451","W2","Polyommatus coridon",16.5,"butterflies","malaise traps",1016
"2452","H2","Polyommatus icarus",15,"butterflies","malaise traps",985
"2453","H1","Pseudochorthippus parallelus",20,"grasshoppers","malaise traps",818
"2454","H2","Pseudochorthippus parallelus",20,"grasshoppers","malaise traps",985
"2455","H3","Pseudochorthippus parallelus",20,"grasshoppers","malaise traps",1106
"2456","H4","Pseudochorthippus parallelus",20,"grasshoppers","malaise traps",1326
"2457","HO1","Pseudochorthippus parallelus",20,"grasshoppers","malaise traps",828
"2458","T1","Pseudochorthippus parallelus",20,"grasshoppers","malaise traps",716
"2459","T4","Pseudochorthippus parallelus",20,"grasshoppers","malaise traps",644
"2460","T5","Pseudochorthippus parallelus",20,"grasshoppers","malaise traps",749
"2461","WmA2","Pseudochorthippus parallelus",20,"grasshoppers","malaise traps",1240
"2462","WmB3","Pseudochorthippus parallelus",20,"grasshoppers","malaise traps",1418
"2463","W2","Psophus stridulus",33,"grasshoppers","malaise traps",1016
"2464","H5","Pyrgus andromedae",15.5,"butterflies","malaise traps",1580
"2465","H6","Pyrgus andromedae",15.5,"butterflies","malaise traps",1807
"2466","H7","Pyrgus andromedae",15.5,"butterflies","malaise traps",1986
"2467","HO2","Pyrgus andromedae",15.5,"butterflies","malaise traps",1046
"2468","W5","Pyrgus andromedae",15.5,"butterflies","malaise traps",1446
"2469","W6","Pyrgus andromedae",15.5,"butterflies","malaise traps",1805
"2470","W7","Pyrgus andromedae",15.5,"butterflies","malaise traps",2017
"2471","WmA3","Pyrgus andromedae",15.5,"butterflies","malaise traps",1423
"2472","WmB1","Pyrgus andromedae",15.5,"butterflies","malaise traps",962
"2473","WmB2","Pyrgus andromedae",15.5,"butterflies","malaise traps",1139
"2474","WmB3","Pyrgus andromedae",15.5,"butterflies","malaise traps",1418
"2475","WmB5","Pyrgus andromedae",15.5,"butterflies","malaise traps",1812
"2476","WmB1","Pyrophaena rosarum",8.5,"hoverflies","malaise traps",962
"2477","T5","Rhingia borealis",7,"hoverflies","malaise traps",749
"2478","WmB1","Rhingia borealis",7,"hoverflies","malaise traps",962
"2479","WmB5","Rhingia borealis",7,"hoverflies","malaise traps",1812
"2480","H4","Rhingia campestris",9.5,"hoverflies","malaise traps",1326
"2481","H5","Rhingia campestris",9.5,"hoverflies","malaise traps",1580
"2482","HO2","Rhingia campestris",9.5,"hoverflies","malaise traps",1046
"2483","WmA2","Rhingia campestris",9.5,"hoverflies","malaise traps",1240
"2484","WmB1","Rhingia campestris",9.5,"hoverflies","malaise traps",962
"2485","WmB2","Rhingia campestris",9.5,"hoverflies","malaise traps",1139
"2486","WmB5","Rhingia campestris",9.5,"hoverflies","malaise traps",1812
"2487","H3","Rhingia rostrata",9,"hoverflies","malaise traps",1106
"2488","H4","Roeseliana roeselii",17.75,"grasshoppers","malaise traps",1326
"2489","T5","Roeseliana roeselii",17.75,"grasshoppers","malaise traps",749
"2490","H2","Scaeva pyrastri",12.5,"hoverflies","malaise traps",985
"2491","H6","Scaeva pyrastri",12.5,"hoverflies","malaise traps",1807
"2492","H7","Scaeva pyrastri",12.5,"hoverflies","malaise traps",1986
"2493","W2","Scaeva pyrastri",12.5,"hoverflies","malaise traps",1016
"2494","W6","Scaeva pyrastri",12.5,"hoverflies","malaise traps",1805
"2495","W7","Scaeva pyrastri",12.5,"hoverflies","malaise traps",2017
"2496","WmA5","Scaeva pyrastri",12.5,"hoverflies","malaise traps",2034
"2497","WmB5","Scaeva pyrastri",12.5,"hoverflies","malaise traps",1812
"2498","H1","Scaeva selenitica",13.5,"hoverflies","malaise traps",818
"2499","H2","Scaeva selenitica",13.5,"hoverflies","malaise traps",985
"2500","H3","Scaeva selenitica",13.5,"hoverflies","malaise traps",1106
"2501","H4","Scaeva selenitica",13.5,"hoverflies","malaise traps",1326
"2502","H5","Scaeva selenitica",13.5,"hoverflies","malaise traps",1580
"2503","H6","Scaeva selenitica",13.5,"hoverflies","malaise traps",1807
"2504","H7","Scaeva selenitica",13.5,"hoverflies","malaise traps",1986
"2505","HO4","Scaeva selenitica",13.5,"hoverflies","malaise traps",1546
"2506","W1","Scaeva selenitica",13.5,"hoverflies","malaise traps",815
"2507","W2","Scaeva selenitica",13.5,"hoverflies","malaise traps",1016
"2508","W3","Scaeva selenitica",13.5,"hoverflies","malaise traps",1162
"2509","W4","Scaeva selenitica",13.5,"hoverflies","malaise traps",1235
"2510","W5","Scaeva selenitica",13.5,"hoverflies","malaise traps",1446
"2511","W6","Scaeva selenitica",13.5,"hoverflies","malaise traps",1805
"2512","W7","Scaeva selenitica",13.5,"hoverflies","malaise traps",2017
"2513","WmA3","Scaeva selenitica",13.5,"hoverflies","malaise traps",1423
"2514","WmA4","Scaeva selenitica",13.5,"hoverflies","malaise traps",1770
"2515","WmA5","Scaeva selenitica",13.5,"hoverflies","malaise traps",2034
"2516","WmB1","Scaeva selenitica",13.5,"hoverflies","malaise traps",962
"2517","WmB2","Scaeva selenitica",13.5,"hoverflies","malaise traps",1139
"2518","WmB3","Scaeva selenitica",13.5,"hoverflies","malaise traps",1418
"2519","WmB4","Scaeva selenitica",13.5,"hoverflies","malaise traps",1654
"2520","WmB5","Scaeva selenitica",13.5,"hoverflies","malaise traps",1812
"2521","H2","Sericomyia bombiformis",18,"hoverflies","malaise traps",985
"2522","H5","Sericomyia bombiformis",18,"hoverflies","malaise traps",1580
"2523","H6","Sericomyia bombiformis",18,"hoverflies","malaise traps",1807
"2524","WmA2","Sericomyia bombiformis",18,"hoverflies","malaise traps",1240
"2525","WmA3","Sericomyia bombiformis",18,"hoverflies","malaise traps",1423
"2526","WmB3","Sericomyia bombiformis",18,"hoverflies","malaise traps",1418
"2527","H1","Sericomyia silentis",16,"hoverflies","malaise traps",818
"2528","H4","Sericomyia silentis",16,"hoverflies","malaise traps",1326
"2529","WmB3","Sericomyia silentis",16,"hoverflies","malaise traps",1418
"2530","WmB1","Sericomyia superbiens",14.5,"hoverflies","malaise traps",962
"2531","H1","Sphaerophoria batava",8.5,"hoverflies","malaise traps",818
"2532","H2","Sphaerophoria batava",8.5,"hoverflies","malaise traps",985
"2533","H3","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1106
"2534","H4","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1326
"2535","H5","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1580
"2536","HO1","Sphaerophoria batava",8.5,"hoverflies","malaise traps",828
"2537","HO2","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1046
"2538","HO4","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1546
"2539","T1","Sphaerophoria batava",8.5,"hoverflies","malaise traps",716
"2540","T5","Sphaerophoria batava",8.5,"hoverflies","malaise traps",749
"2541","W3","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1162
"2542","W4","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1235
"2543","WmA2","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1240
"2544","WmA3","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1423
"2545","WmA4","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1770
"2546","WmB1","Sphaerophoria batava",8.5,"hoverflies","malaise traps",962
"2547","WmB2","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1139
"2548","WmB3","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1418
"2549","WmB4","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1654
"2550","WmB5","Sphaerophoria batava",8.5,"hoverflies","malaise traps",1812
"2551","H1","Sphecodes crassus",6.5,"wild bees","malaise traps",818
"2552","H2","Sphecodes gibbus",10,"wild bees","malaise traps",985
"2553","H1","Sphecodes hyalinatus",5.5,"wild bees","malaise traps",818
"2554","HO1","Sphecodes monilicornis",8.5,"wild bees","malaise traps",828
"2555","T1","Sphecodes monilicornis",8.5,"wild bees","malaise traps",716
"2556","WmB2","Sphecodes monilicornis",8.5,"wild bees","malaise traps",1139
"2557","HO3","Sphegina clunipes",6.5,"hoverflies","malaise traps",1332
"2558","WmA2","Sphegina clunipes",6.5,"hoverflies","malaise traps",1240
"2559","HO2","Sphegina sibirica",7.5,"hoverflies","malaise traps",1046
"2560","T1","Sphegina sibirica",7.5,"hoverflies","malaise traps",716
"2561","T1","Sphegina verecunda",6,"hoverflies","malaise traps",716
"2562","H1","Stelis ornatula",6.5,"wild bees","malaise traps",818
"2563","H2","Stenobothrus lineatus",23.5,"grasshoppers","malaise traps",985
"2564","H3","Syritta pipiens",7,"hoverflies","malaise traps",1106
"2565","W6","Syrphocheilosia claviventris",5.75,"hoverflies","malaise traps",1805
"2566","H1","Syrphus ribesii",11,"hoverflies","malaise traps",818
"2567","H2","Syrphus ribesii",11,"hoverflies","malaise traps",985
"2568","H3","Syrphus ribesii",11,"hoverflies","malaise traps",1106
"2569","H5","Syrphus ribesii",11,"hoverflies","malaise traps",1580
"2570","H7","Syrphus ribesii",11,"hoverflies","malaise traps",1986
"2571","HO2","Syrphus ribesii",11,"hoverflies","malaise traps",1046
"2572","HO4","Syrphus ribesii",11,"hoverflies","malaise traps",1546
"2573","T1","Syrphus ribesii",11,"hoverflies","malaise traps",716
"2574","W3","Syrphus ribesii",11,"hoverflies","malaise traps",1162
"2575","W6","Syrphus ribesii",11,"hoverflies","malaise traps",1805
"2576","W7","Syrphus ribesii",11,"hoverflies","malaise traps",2017
"2577","WmA3","Syrphus ribesii",11,"hoverflies","malaise traps",1423
"2578","WmA4","Syrphus ribesii",11,"hoverflies","malaise traps",1770
"2579","WmA5","Syrphus ribesii",11,"hoverflies","malaise traps",2034
"2580","WmB1","Syrphus ribesii",11,"hoverflies","malaise traps",962
"2581","WmB2","Syrphus ribesii",11,"hoverflies","malaise traps",1139
"2582","WmB3","Syrphus ribesii",11,"hoverflies","malaise traps",1418
"2583","WmB5","Syrphus ribesii",11,"hoverflies","malaise traps",1812
"2584","H1","Syrphus torvus",11,"hoverflies","malaise traps",818
"2585","H3","Syrphus torvus",11,"hoverflies","malaise traps",1106
"2586","H4","Syrphus torvus",11,"hoverflies","malaise traps",1326
"2587","H5","Syrphus torvus",11,"hoverflies","malaise traps",1580
"2588","H6","Syrphus torvus",11,"hoverflies","malaise traps",1807
"2589","H7","Syrphus torvus",11,"hoverflies","malaise traps",1986
"2590","HO3","Syrphus torvus",11,"hoverflies","malaise traps",1332
"2591","HO4","Syrphus torvus",11,"hoverflies","malaise traps",1546
"2592","T1","Syrphus torvus",11,"hoverflies","malaise traps",716
"2593","W4","Syrphus torvus",11,"hoverflies","malaise traps",1235
"2594","W6","Syrphus torvus",11,"hoverflies","malaise traps",1805
"2595","W7","Syrphus torvus",11,"hoverflies","malaise traps",2017
"2596","WmA4","Syrphus torvus",11,"hoverflies","malaise traps",1770
"2597","WmA5","Syrphus torvus",11,"hoverflies","malaise traps",2034
"2598","WmB1","Syrphus torvus",11,"hoverflies","malaise traps",962
"2599","WmB2","Syrphus torvus",11,"hoverflies","malaise traps",1139
"2600","WmB3","Syrphus torvus",11,"hoverflies","malaise traps",1418
"2601","WmB4","Syrphus torvus",11,"hoverflies","malaise traps",1654
"2602","WmB5","Syrphus torvus",11,"hoverflies","malaise traps",1812
"2603","H1","Syrphus vitripennis",10,"hoverflies","malaise traps",818
"2604","H2","Syrphus vitripennis",10,"hoverflies","malaise traps",985
"2605","H3","Syrphus vitripennis",10,"hoverflies","malaise traps",1106
"2606","H4","Syrphus vitripennis",10,"hoverflies","malaise traps",1326
"2607","H6","Syrphus vitripennis",10,"hoverflies","malaise traps",1807
"2608","H7","Syrphus vitripennis",10,"hoverflies","malaise traps",1986
"2609","HO3","Syrphus vitripennis",10,"hoverflies","malaise traps",1332
"2610","HO4","Syrphus vitripennis",10,"hoverflies","malaise traps",1546
"2611","W2","Syrphus vitripennis",10,"hoverflies","malaise traps",1016
"2612","W3","Syrphus vitripennis",10,"hoverflies","malaise traps",1162
"2613","WmA2","Syrphus vitripennis",10,"hoverflies","malaise traps",1240
"2614","WmA4","Syrphus vitripennis",10,"hoverflies","malaise traps",1770
"2615","WmA5","Syrphus vitripennis",10,"hoverflies","malaise traps",2034
"2616","WmB2","Syrphus vitripennis",10,"hoverflies","malaise traps",1139
"2617","WmB3","Syrphus vitripennis",10,"hoverflies","malaise traps",1418
"2618","WmB4","Syrphus vitripennis",10,"hoverflies","malaise traps",1654
"2619","WmB5","Syrphus vitripennis",10,"hoverflies","malaise traps",1812
"2620","H1","Temnostoma apiforme",14.5,"hoverflies","malaise traps",818
"2621","T1","Temnostoma bombylans",14,"hoverflies","malaise traps",716
"2622","W1","Tetrix bipunctata",10.6,"grasshoppers","malaise traps",815
"2623","WmB1","Tetrix bipunctata",10.6,"grasshoppers","malaise traps",962
"2624","HO1","Tetrix subulata",12.95,"grasshoppers","malaise traps",828
"2625","WmA2","Tetrix subulata",12.95,"grasshoppers","malaise traps",1240
"2626","WmB1","Tetrix subulata",12.95,"grasshoppers","malaise traps",962
"2627","WmB2","Tetrix subulata",12.95,"grasshoppers","malaise traps",1139
"2628","H1","Tetrix tenuicornis",9.45,"grasshoppers","malaise traps",818
"2629","T1","Tettigonia cantans",31,"grasshoppers","malaise traps",716
"2630","T5","Tettigonia cantans",31,"grasshoppers","malaise traps",749
"2631","WmB1","Tettigonia cantans",31,"grasshoppers","malaise traps",962
"2632","T1","Thymelicus lineola",13.5,"butterflies","malaise traps",716
"2633","H1","Thymelicus sylvestris",13.5,"butterflies","malaise traps",818
"2634","H2","Thymelicus sylvestris",13.5,"butterflies","malaise traps",985
"2635","H3","Thymelicus sylvestris",13.5,"butterflies","malaise traps",1106
"2636","H4","Thymelicus sylvestris",13.5,"butterflies","malaise traps",1326
"2637","HO1","Thymelicus sylvestris",13.5,"butterflies","malaise traps",828
"2638","HO2","Thymelicus sylvestris",13.5,"butterflies","malaise traps",1046
"2639","T1","Thymelicus sylvestris",13.5,"butterflies","malaise traps",716
"2640","T5","Thymelicus sylvestris",13.5,"butterflies","malaise traps",749
"2641","WmB2","Thymelicus sylvestris",13.5,"butterflies","malaise traps",1139
"2642","H1","Trachusa byssina",11.5,"wild bees","malaise traps",818
"2643","HO1","Trichopsomyia flavitarsis",5.5,"hoverflies","malaise traps",828
"2644","H2","Vanessa atalanta",29.5,"butterflies","malaise traps",985
"2645","H2","Vanessa cardui",30.5,"butterflies","malaise traps",985
"2646","HO4","Vanessa cardui",30.5,"butterflies","malaise traps",1546
"2647","W1","Vanessa cardui",30.5,"butterflies","malaise traps",815
"2648","W2","Vanessa cardui",30.5,"butterflies","malaise traps",1016
"2649","W4","Vanessa cardui",30.5,"butterflies","malaise traps",1235
"2650","W6","Vanessa cardui",30.5,"butterflies","malaise traps",1805
"2651","W7","Vanessa cardui",30.5,"butterflies","malaise traps",2017
"2652","WmA2","Vanessa cardui",30.5,"butterflies","malaise traps",1240
"2653","H1","Volucella bombylans",14,"hoverflies","malaise traps",818
"2654","H2","Volucella bombylans",14,"hoverflies","malaise traps",985
"2655","H3","Volucella bombylans",14,"hoverflies","malaise traps",1106
"2656","H4","Volucella bombylans",14,"hoverflies","malaise traps",1326
"2657","H5","Volucella bombylans",14,"hoverflies","malaise traps",1580
"2658","HO2","Volucella bombylans",14,"hoverflies","malaise traps",1046
"2659","W1","Volucella bombylans",14,"hoverflies","malaise traps",815
"2660","W2","Volucella bombylans",14,"hoverflies","malaise traps",1016
"2661","W3","Volucella bombylans",14,"hoverflies","malaise traps",1162
"2662","W7","Volucella bombylans",14,"hoverflies","malaise traps",2017
"2663","WmB2","Volucella bombylans",14,"hoverflies","malaise traps",1139
"2664","WmB3","Volucella bombylans",14,"hoverflies","malaise traps",1418
